ticker,company_name,sources,investor_count,aggregate_activity,fundamentals_pe_ratio,fundamentals_forward_pe,fundamentals_pb_ratio,fundamentals_peg_ratio,fundamentals_week_52_high,fundamentals_week_52_low,fundamentals_pct_above_52w_low,fundamentals_pct_below_52w_high,fundamentals_current_price,fundamentals_previous_close,fundamentals_total_cash,fundamentals_total_debt,fundamentals_long_term_debt,fundamentals_net_debt,fundamentals_market_cap,fundamentals_insider_pct,fundamentals_institutional_pct,fundamentals_sector,fundamentals_industry,fundamentals_country,fundamentals_currency,fundamentals_exchange,fundamentals_is_international,investors
KFY,Korn Ferry,Dataroma,1,Hold,13.521385,11.581496,1.7652689,N/A,78.5,59.23,12.09,15.43,66.39,66.02,786446016,553566976,N/A,-232879040,3478237440,0.99,1.0,Industrials,Staffing & Employment Services,United States,USD,NYQ,False,Robert Olstein
KGC,Kinross Gold Corporation,Dataroma,2,Reduce,19.79021,11.485902,4.303528,N/A,29.9,9.64,193.57,5.35,28.3,28.16,1840000000,1258499968,N/A,-581500032,34597416960,0.14,68.03,Basic Materials,Gold,Canada,USD,NYQ,False,"Christopher Bloomstran, First Eagle Investment Management"
KHC,The Kraft Heinz Company,Dataroma,7,Buy,N/A,9.695461,0.6966979,N/A,33.35,23.6,3.35,26.87,24.39,24.25,3134000128,21191999488,N/A,18057999360,28869357568,27.85,60.5,Consumer Defensive,Packaged Foods,United States,USD,NMS,False,"Mason Hawkins, Lee Ainslie, Bill & Melinda Gates Foundation Trust, Warren Buffett, Prem Watsa, Mairs & Power Growth Fund, Hillman Value Fund"
KKR,KKR & Co. Inc.,Dataroma,6,Buy,54.15966,18.971283,4.221385,N/A,170.4,86.15,49.62,24.35,128.9,127.48,46111473664,56062472192,N/A,9950998528,119351336960,23.59,62.43,Financial Services,Asset Management,United States,USD,NYQ,False,"John Rogers, Viking Global Investors, Stephen Mandel, Prem Watsa, Chuck Akre, Thomas Gayner"
KLAC,KLA Corporation,Dataroma,2,Reduce,40.002197,30.26144,33.62274,N/A,1286.81,551.33,131.16,0.96,1274.47,1215.08,4683591168,6088118784,N/A,1404527616,167827980288,0.1,94.52,Technology,Semiconductor Equipment & Materials,United States,USD,NMS,False,"Jensen Investment Management, Torray Funds"
KLAR,Klarna Group plc,Dataroma,1,Buy,N/A,46.292694,4.4008007,N/A,47.48,27.9,2.4,39.83,28.57,28.91,8288000000,2623000064,N/A,-5664999936,10778176512,21.68,48.44,Technology,Software - Infrastructure,United Kingdom,USD,NYQ,False,Chase Coleman
KLIC,"Kulicke and Soffa Industries, Inc.",Dataroma,1,Hold,Infinity,23.245192,3.0558715,N/A,50.19,26.63,81.56,3.67,48.35,45.56,510708000,38550000,N/A,-472158000,2531750912,3.68,89.99,Technology,Semiconductor Equipment & Materials,Singapore,USD,NMS,False,Robert Olstein
KMB,Kimberly-Clark Corporation,Dataroma,1,Add,17.157362,13.237494,25.261585,N/A,150.45,99.22,2.2,32.6,101.4,100.89,617000000,7341000192,N/A,6724000192,33653962752,0.66,84.1,Consumer Defensive,Household & Personal Products,United States,USD,NMS,False,Robert Olstein
KMI,"Kinder Morgan, Inc.",Dataroma,2,Add,22.713114,20.030792,2.0055003,N/A,31.48,23.94,15.75,11.98,27.71,27.49,76000000,32718000128,N/A,32642000128,61648105472,12.78,68.96,Energy,Oil & Gas Midstream,United States,USD,NYQ,False,"Harry Burn, Steven Romick"
KMROF,KMROF,Dataroma,1,Buy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,True,Thomas Russo
KMT,Kennametal Inc.,Dataroma,1,Reduce,24.158333,17.228878,1.7626314,N/A,29.89,17.3,67.57,3.01,28.99,28.41,103497000,641588992,N/A,538091992,2210011136,0.86,1.07,Industrials,Tools & Accessories,United States,USD,NYQ,False,John Rogers
KMX,"CarMax, Inc.",Dataroma,7,Add,12.881968,15.4177,0.92684776,N/A,89.47,30.26,29.84,56.09,39.29,38.64,204938000,18043396096,N/A,17838458096,5769541632,0.44,1.08,Consumer Cyclical,Auto & Truck Dealerships,United States,USD,NYQ,False,"John Rogers, Francois Rochon, Chuck Akre, Thomas Gayner, Wallace Weitz, Steven Romick, Hillman Value Fund"
KN,Knowles Corporation,Dataroma,1,Reduce,54.875,17.955011,2.4861252,N/A,24.54,12.19,80.07,10.55,21.95,21.43,92500000,197800000,N/A,105300000,1885233024,2.07,1.07,Technology,Electronic Components,United States,USD,NYQ,False,John Rogers
KNCRF,Konecranes Plc,Dataroma,1,Reduce,16.432337,N/A,3.2298005,N/A,93.5,57.29,63.2,0.0,93.5,93.5,756499968,731000000,N/A,-25499968,7406534656,19.58,42.78,Industrials,Farm & Heavy Construction Machinery,Finland,USD,PNK,False,Thomas Russo
KNSL,"Kinsale Capital Group, Inc.",Dataroma,1,Add,19.266567,19.042767,4.8944316,N/A,512.76,349.0,12.45,23.46,392.46,391.12,181094000,199328000,N/A,18234000,9144317952,5.33,87.7,Financial Services,Insurance - Property & Casualty,United States,USD,NYQ,False,Francois Rochon
KNTK,Kinetik Holdings Inc.,Dataroma,1,Buy,88.92683,19.234827,-1.316293,N/A,67.6,31.33,16.37,46.07,36.46,36.05,8093000,4219396096,N/A,4211303096,2334440448,8.27,99.29,Energy,Oil & Gas Midstream,United States,USD,NYQ,False,Glenn Greenberg
KNX,KNX,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Meridian Contrarian Fund
KO,KO,Dataroma,8,Buy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Lee Ainslie, Warren Buffett, Christopher Bloomstran, Lindsell Train, Thomas Russo, Polen Capital Management, Jensen Investment Management, Yacktman Asset Management"
KOD,KOD,Dataroma,1,Buy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Polen Capital Management
KOF,KOF,Dataroma,3,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Bill & Melinda Gates Foundation Trust, First Eagle Investment Management, Tweedy Browne Co."
KOS,KOS,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Samantha McLemore
KOTMY,KOTMY,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Tweedy Browne Co.
KPLTW,KPLTW,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,David Einhorn
KR,KR,Dataroma,2,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Warren Buffett, Jensen Investment Management"
KRC,KRC,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Howard Marks
KRNT,KRNT,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Meridian Contrarian Fund
KRYS,KRYS,Dataroma,1,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Torray Funds
KSA,KSA,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Sarah Ketterer
KTB,KTB,Dataroma,1,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Lee Ainslie
KTOS,KTOS,Dataroma,2,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"First Eagle Investment Management, Polen Capital Management"
KVUE,KVUE,Dataroma,3,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Lee Ainslie, Daniel Loeb, Yacktman Asset Management"
KW,KW,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Prem Watsa
KWEB,KWEB,Dataroma,2,Buy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"David Einhorn, David Tepper"
L,L,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Christopher Davis
LAB,LAB,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Viking Global Investors
LAD,LAD,Dataroma,4,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Bill Nygren, Leon Cooperman, Greg Alexander, David Abrams"
LAMR,LAMR,Dataroma,5,Buy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Tom Bancroft, Warren Buffett, Thomas Russo, John Armitage, Thomas Gayner"
LASR,LASR,Dataroma,2,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Meridian Contrarian Fund, Polen Capital Management"
LAZ,LAZ,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,John Rogers
LBRDA,LBRDA,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Ruane Cunniff
LBRDK,LBRDK,Dataroma,2,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Ruane Cunniff, Bill Nygren"
LBTYA,LBTYA,Dataroma,3,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"David Einhorn, Howard Marks, Seth Klarman"
LBTYK,LBTYK,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Seth Klarman
LEA,LEA,Dataroma,3,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Francis Chou, Greenhaven Associates, Richard Pzena"
LEGH,LEGH,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Yacktman Asset Management
LEGN,LEGN,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Meridian Contrarian Fund
LEN,LEN,Dataroma,4,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Glenn Greenberg, Warren Buffett, Bryan Lawrence, Greenhaven Associates"
LEN-B,LEN-B,Dataroma,5,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Warren Buffett, Third Avenue Management, Greenhaven Associates, Samantha McLemore, Torray Funds"
LEVI,LEVI,Dataroma,4,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Lee Ainslie, Thomas Russo, Jensen Investment Management, FPA Queens Road Small Cap Value Fund"
LFUS,LFUS,Dataroma,4,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"John Rogers, Francois Rochon, Mairs & Power Growth Fund, FPA Queens Road Small Cap Value Fund"
LGN,LGN,Dataroma,1,Buy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Howard Marks
LH,LH,Dataroma,4,Buy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Charles Bobrinskoy, John Rogers, Lee Ainslie, Jensen Investment Management"
LHX,LHX,Dataroma,4,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"David Tepper, Yacktman Asset Management, Robert Olstein, David Katz"
LIF,LIF,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Lee Ainslie
LILA,LILA,Dataroma,2,Buy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Warren Buffett, Howard Marks"
LILAK,LILAK,Dataroma,2,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Warren Buffett, Howard Marks"
LIN,LIN,Dataroma,3,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"AKO Capital, Jensen Investment Management, Thomas Gayner"
LINC,LINC,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,First Eagle Investment Management
LKQ,LKQ,Dataroma,1,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Robert Olstein
LLY,LLY,Dataroma,5,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Polen Capital Management, Jensen Investment Management, Torray Funds, Mairs & Power Growth Fund, David Katz"
LLYVA,LLYVA,Dataroma,2,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"ValueAct Capital, Warren Buffett"
LLYVK,LLYVK,Dataroma,2,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"ValueAct Capital, Warren Buffett"
LMB,LMB,Dataroma,2,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Tom Bancroft, Polen Capital Management"
LMND,LMND,Dataroma,1,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Lee Ainslie
LMT,LMT,Dataroma,4,Buy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Charles Bobrinskoy, Yacktman Asset Management, Thomas Gayner, David Katz"
LNC,LNC,Dataroma,2,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Bill Miller, First Eagle Investment Management"
LNT,LNT,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Mairs & Power Growth Fund
LOAR,LOAR,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,David Abrams
LOW,LOW,Dataroma,3,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Lee Ainslie, Thomas Gayner, David Katz"
LPG,LPG,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,First Eagle Investment Management
LPLA,LPLA,Dataroma,6,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Meridian Contrarian Fund, Daniel Loeb, Stephen Mandel, Thomas Gayner, Dodge & Cox, Steven Romick"
LPX,LPX,Dataroma,3,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Warren Buffett, Francis Chou, First Eagle Investment Management"
LQDT,LQDT,Dataroma,1,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Polen Capital Management
LRCX,LRCX,Dataroma,5,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Lee Ainslie, Chase Coleman, Triple Frond Partners, David Tepper, Christopher Davis"
LRLCF,LRLCF,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Thomas Russo
LRN,LRN,Dataroma,1,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Polen Capital Management
LSDAF,LSDAF,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Tweedy Browne Co.
LSTR,LSTR,Dataroma,1,Buy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Jensen Investment Management
LTGIF,LTGIF,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Thomas Russo
LTH,LTH,Dataroma,2,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Lee Ainslie, Polen Capital Management"
LTSSF,LTSSF,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Thomas Russo
LUCK,LUCK,Dataroma,1,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Meridian Contrarian Fund
LULU,LULU,Dataroma,5,Buy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Francois Rochon, Lee Ainslie, Prem Watsa, Jensen Investment Management, Michael Burry"
LUV,LUV,Dataroma,2,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Harry Burn, Robert Olstein"
LUXE,LUXE,Dataroma,1,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Polen Capital Management
LWAY,LWAY,Substack,0,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,
LXU,LXU,Dataroma,2,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Third Avenue Management, First Eagle Investment Management"
LYB,LYB,Dataroma,2,Hold,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Bill Miller, Dodge & Cox"
LYFT,LYFT,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,David Tepper
LYG,LYG,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,First Eagle Investment Management
LYV,LYV,Dataroma,4,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Daniel Loeb, ValueAct Capital, Sarah Ketterer, William Von Mueffling"
LZAGY,LZAGY,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Torray Funds
LZB,LZB,Dataroma,1,Buy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Lee Ainslie
M,M,Dataroma,1,Buy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Lee Ainslie
MA,MA,Dataroma,14,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Francois Rochon, Valley Forge Capital Management, Glenn Greenberg, Warren Buffett, AltaRock Partners, Chuck Akre, Thomas Russo, John Armitage, Polen Capital Management, Jensen Investment Management, Yacktman Asset Management, Thomas Gayner, Wallace Weitz, Guy Spier"
MAA,MAA,Dataroma,2,Buy,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Viking Global Investors, Christopher Davis"
MAMA,MAMA,Dataroma,2,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Meridian Contrarian Fund, First Eagle Investment Management"
MANH,MANH,Dataroma,2,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Terry Smith, Jensen Investment Management"
MANU,MANU,Dataroma,3,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"John Rogers, Leon Cooperman, Lindsell Train"
MAR,MAR,Dataroma,4,Add,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,"Glenn Greenberg, Terry Smith, Thomas Gayner, Steven Romick"
MAS,MAS,Dataroma,1,Reduce,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,False,Yacktman Asset Management
